27450168,22150080,163877409
49912439,163877409,23702397
104871512,163877409,494696880
219855843,24490384,23702397
217984518,41511637,130176159
25844958,18721502,23702397
40961474,10876852,17652777
41554056,14372486,23654341
24391888,368898559,16202733
37838964,14227046,40164390
40164390,14227046,37838964
518304539,445348992,8051992
368898559,24391888,16202733
191793302,285708672,10418002
7768572,16827173,37461389
233582757,31812497,11268812
19946977,50393960,19029137
14618151,177310174,14208982
38303040,13613292,19802879
161445523,49089235,11268812
35432131,3829151,27475761
127625661,407259902,75829996
281765007,44312605,63135128
165498547,44473103,196429355
463410501,193076197,48108211
137117427,310687757,39689218
192012628,10671602,44839525,18927441
66408053,972651,807095,14063426
40453181,14685248,17295587,29261954
19362135,813286,783214,20105340
46541054,18863815,32630587,18055737
83374478,12245632,18655567,55570400
116141566,14442153,15492359,27802662
465109417,41814169,42883134,15492359
52584039,17567533,17905977,21611239
18333506,62581962,44438256,17690747
288144494,75838766,37238862,103993849
29460907,31292265,22272053,20312513
21645888,90778418,15810838,94119909
21309169,3103641,9850632,19182978
430841101,204830424,384873728,56147905
384873728,56147905,204830424,308584117
14412710,28647566,18283160,16708690
87429637,8236062,15435136,16753392
90320166,156004026,274170701,105259389
378235949,15435136,16098642,476009762
45390763,14607172,15435136,72402972
13317092,18742360,19543936,7344912
65643278,383246939,19445913,14569869
274896959,216299334,19562228,813286
187490279,17062358,128216887,17590516
246578847,188000637,180416124,249371023
34540394,19000707,19700051,18001974
15066118,27548733,19279990,278778939
57704604,48115813,18498684,15901190
15745889,90420314,15901190,23778898
17833799,15732264,48115813,57704604
156536464,32604322,16553826,278778939
312880076,15146558,14765585,32765534
19249062,14765585,15146558,25456478
161311022,25333197,22245002,183585551
192311511,14335144,145734250,183585551
69785944,24852559,14139804,8984102
285227634,534026234,198290598,68940800
178730312,320904005,225674493,28125829
18851932,18731707,103299170,60641955
109816015,15311206,129343479,22757419
112336591,18030179,30026417,34998152
300652380,5162861,59284201,85954016
311843492,8210302,5162861,14922225
14718218,9207632,783214,14089195
239801558,264614792,816653,972651
127552610,8453452,41951383,784304
19615214,194953561,273197054,9207632
254099811,19058681,784304,8865362
334217265,404461205,1239671,405014844
7908082,20216006,19455302,784304
75370068,70435609,25567622,59804598
29019595,20407239,19081309,23405304
55689361,972651,59049141,15853668
24977228,15564035,15399592,70824052
147253547,27195114,31360279,22733444
43291582,108181916,78909250,149127386
53253868,17663756,50393960,14230524
30348720,36834585,23405304,5943942
74394371,15399592,15564035,24977228
60021421,57244828,18532553,23170292
23405304,51501295,28966105,59804598
45064431,20063830,15913,10671602
85187352,21637624,15913,14575846
15564035,15399592,70824052,24977228
106960310,19081309,28331519,27195114
73021502,31360279,19942991,22733444
98687453,972651,20861267,17093617
14259355,816653,214970887,115485051
7329352,19040580,214970887,18114183
414423963,37495679,63923254,24083363
172893997,57240542,65721666,374785806
103750926,46015347,62467063,31603574
20782372,31583890,65721666,51244417
14670581,21366823,116082971,124480774
134843681,288932529,423145706,120178497
45998124,56952600,51986683,74267236
486486187,104673579,153996235,122008520
28980118,120178497,51999405,154070583
348243008,34420177,220029534,334492937
5921162,18322935,26155368,39394932
386346019,30104231,287858728,169537164
14285990,52931399,43880993,5162861
202771457,220029534,16212685,34420177
33167871,234461804,18462193,351249937
18783952,14551069,18462193,18322935
26281395,121341102,294180303,71469543
37510644,117590354,22022795,69513559
321190350,31451582,217160945,67539928
136884121,121629664,28008855,56216394
56216394,136884121,28008855,121629664
196876980,30513642,539084250,94202022
42346838,191548936,294198566,94202022
27427957,85321222,19592306,20587191
46758312,48006967,18897091,53338039
123458329,350362551,171356175,813286
19088520,58698329,33097422,169240581
19433528,24581048,19955575,96795915
93124511,35547308,123691420,33841697
71546881,16287358,169162896,813286
51342426,24581048,813286,35547308
171356175,36107510,123458329,59409306
30802352,169240581,24588389,24581048
45508527,813286,350362551,24581048
153478875,129895131,34321002,24129566
85738758,23627469,31947502,24581048
321181643,254237655,121494613,45674888
31317590,25284019,123691420,19955575
218422210,16135175,38526545,19684235
204017160,115485051,82524253,38526545
108713959,14824849,90420314,24447643
86121240,18713254,24447643,15439395
14713477,14677919,19684235,819869
202674661,91478624,14885549,12798922
469499707,18927441,297422541,12798922
189920138,166242897,27892930,50578096
267437774,190870467,27892930,50578096
20417737,256142674,39691097,28420827
76195321,56166348,19343218,16866902
558706521,69713164,198951064,103262297
69713164,558706521,103262297,198951064
27294904,139127702,56658960,128609514
23654986,59804598,160817572,279390084
482672475,47495471,190870467,50578096
5818852,282392576,48797251,190870467
25398687,7302062,15350768,18904639
374932653,124592937,16526462,14536491
15083688,116941776,51162310,250831586
246101438,23151437,28897926,274259218
17576442,27791181,62581962,27774100
28897926,145499533,26895879,23151437
19726265,39087935,21035409,16303106
46983902,39429652,28165335,23151437
15249280,16000853,15296009,21035409
39087935,19726265,18089736,16303106
24143898,15437723,8320242,22385451
23985335,15249280,15296009,16000853
337657320,106638964,20495756,21066109
88626951,46426258,4197051,28755851
14473410,259379883,10917562,115485051
21066109,4197051,4465521,21066137
108209505,259446460,268685857,26441126
192678847,99291085,223636089,50426510
117711034,307961484,50932982,17454341
99291085,192678847,50426510,223636089
97859955,216566780,259446460,6644082
318294041,187261930,27906506,7710472
22400031,23909136,15651612,97036475
124682502,25365536,25521487,35787166
16581795,3004231,250831586,27900704
100629311,14803917,28669612,18222378
23909136,15651612,295307956,22400031
123672891,27900704,17696167,16581795
153712355,37034577,22804396,19208457
44167878,172887151,19637934,27740155
120834390,250694647,20259508,14681605
22396467,3494241,18664678,115485051
6305302,15439395,47667972,816653
19529734,678953,14372486,5402612
17885184,643443,6687652,643443
23395950,15665127,17047105,28202547
53721839,18927441,7157132,66715730
66786506,20747847,20747741,21158690
47401172,15687962,17105214,108350146
15258273,130897520,21586418,62050341
643443,17885184,17885184,636923
34213025,30375667,29376924,15702584
278170050,813286,55405543,359057748
232190111,243032656,29537723,278142809
14127551,14740219,15859039,18785654
108230576,180503626,18785654,84353161
7444842,28405220,14159138,8407952
14950071,14159138,12963432,28405220
5935732,49101109,14532363,33080180
87794879,6765892,268405507,268468460
21466915,281188413,752673,14159138
249359476,12963432,727813,15983724
44282335,257573915,16303106,62581962
29784570,26030641,52512471,16229299
68342334,51081255,52637322,40256499
352534407,20597460,8128442,11348282
164750047,16303106,260137634,233668983
5899432,5898772,19834854,5899172
5940972,5899802,5898772,5899172
5940892,5898772,5899172,5899802
20670636,20631142,19242105,50645351
398895207,19550535,19732725,138179497
360661386,268414482,18072400,21111883
21281317,268414482,62115401,32211060
62115401,14790966,21281317,268414482
27574701,200713206,268414482,31637198
26424901,32774989,268414482,43769029
61225287,8360682,21146135,43769029
300827155,16895295,268414482,18091904
196365883,268414482,21323673,21111883
18016419,28509196,43046805,19437693
31048511,205242337,43046805,16857864
38116485,81263393,263514193,214895944
110931812,72356340,41692369,179438692
30924507,31126587,19397785,259379883
244831482,359542257,20818625,23734241
331271117,51162310,246401452,43024351
25635842,23838767,15141980,96058486
25242156,21987288,26965067,287839981
96058486,25635842,146775725,187574267
16092379,51162310,205731635,15350768
187574267,146775725,96058486,160087029
90745066,14526865,18286505,119609847
16249086,19049747,24742040,245396123
26602839,119609847,26965067,21987288
15637731,51162310,535789798,115485051
413582060,64578627,51162310,151632146
97572652,379244793,169686021,257076632
48619377,14850644,59804598,18927441
51368847,11928542,18927441,22841103
49949059,17092592,20747847,11928542
188074583,120851518,402443720,402985607
53317887,10228272,147324465,130734452
449101874,449114674,449079520,448664806
51646025,91127753,15680246,16562255
319689907,16742806,382079502,38103344
49769636,49110693,278271236,90420314
328893929,56481539,49110693,90420314
31560694,90672134,33439720,14174128
35388404,15680246,28000466,90420314
22578941,457211862,180463340,14075928
555597593,128017516,15680246,16742806
231899970,90420314,237595078,15680246
117462827,21068395,130334203,40981798
25633281,183075796,21068395,35329753
333544545,24989174,95008689,159678850
95008689,333544545,164009659,159678850
14749791,21068395,215820609,183075796
70829786,24989174,15846407,40981798
32573614,21111883,12925072,15846407
93003730,159944448,116036694,69592091
267761969,21068395,457933467,274057942
50681216,100005680,51073543,109031507
110761251,8963722,19614344,1344951
47435979,66514690,51517262,16017924
68751371,27114180,23606123,54885400
213071499,73402979,66514690,1367531
127566622,15386108,30973,14523801
41429068,19397785,58568634,11522502
40363803,17454769,1367531,52551600
94095454,16017924,43194901,24921741
43259432,38967935,63555423,51748478
172655176,15736190,8963722,180505807
1173281,9534522,2384071,2172
553121769,166732373,48485771,73077189
383768756,62609430,121258930,146155608
62664061,15913,18927441,18776017
423462301,421848829,14976315,309366491
16557902,6133472,61778311,22178617
39203569,112915037,168767461,45112524
198494684,95428712,329600057,104585489
442782547,5402612,127790650,742143
41445608,14469246,42712551,13776202
18026608,18979370,14504275,1451811
68751119,110775353,30179540,22847045
33540121,344059195,9844372,24585498
24583,7826472,82488357,112296194
22814809,26641462,34260638,19394186
112296194,7826472,82488357,24583
9844372,234062645,33540121,20587987
14612743,20587987,14183255,19394186
23110087,17577445,17872874,16905553
31889758,54991635,37291805,14353392
29089023,109651157,182873573,17308891
24572071,30364057,26642006,35613013
281896160,47678024,280362565,352145373
382030144,201535098,17365270,368728902
243801417,15584851,6480682,15666380
15711781,1344951,158414847,15309804
109651157,60462761,29089023,201535098
23733807,202282251,14353392,221185711
472280764,54991635,15365998,73206956
20260707,184647530,14241468,16303106
21894161,618593,24391041,31156984
65655034,34771668,26280712,59414975
28420530,65655034,21671864,18312939
43013056,14319981,18497606,16883526
14319958,14319981,10263002,14749606
168084831,24166202,47787563,63485337
9445662,10228272,5496642,63485337
17260136,28234516,972651,10228272
240941560,176507184,3551781,80656590
690973,16634301,755068,5496642
268907935,36803580,95495939,176507184
291758611,85923804,10228272,972651
7984262,972651,5496642,10228272
188297556,347462129,211119735,486045467
287090599,61472006,256019065,20432973
46403451,42081491,23440052,213969309
347462129,188297556,211119735,486045467
76299612,342836385,108408220,14224719
20305096,18630671,17336102,20048111
43023158,546135380,55219542,34171224
385720789,74240598,62386394,140231997
318505435,202036129,37676889,90888992
280749380,9938852,279787626,21068395
25932753,22462180,17919972,117674417
385715739,40981798,43003845,195814649
53562440,211678994,28709890,78425421
423526663,20476979,16589206,371385561
128587754,90420314,15027362,115485051
21013084,25677545,32257719,52189468
7880682,1976611,16589206,15804774
78425421,53562440,28709890,211678994
24517423,50016578,21897587,89604563
52189468,257098434,21013084,25677545
53830332,52436726,293296964,242558865
217136120,322303756,154239882,130650476
200638031,49489028,164892529,168198461
22565639,66699013,16190898,278778939
15897147,6017542,9275742,11009852
188421312,91390383,20015311,205915163
93717354,7861312,22325425,51162310
103467620,61592079,272020952,17587207
91390383,16190898,43289545,460485003
201189735,35718360,5747502,6258042
739773,4620451,14807898,9224902
28998951,20862193,18999830,20812193
202205432,20172983,46662450,20812193
117181234,6352582,39208275,11367262
97695118,20812193,18999830,21258217
39572320,15519886,21258217,46662450
21417965,5631612,133750016,47809249
15976104,813286,10810102,97521199
154327118,52860325,262238177,42343110
45374012,19846883,112275643,30207757
43081426,14133970,10810102,18713254
5631612,133750016,21816902,112275643
40768140,18675053,21090480,90420314
299109195,25425909,813286,23779993
17519065,75076600,17049486,117512842
48029363,45013275,813286,26046170
99177834,133750016,140305598,17049486
67475620,31037985,121258930,61400295
109779106,26817761,106637195,15901190
284476407,77351627,377862490,7410792
191187432,31353077,254152115,14589051
254152115,191187432,14589051,205207199
192150334,254656336,152514512,24585498
53474692,60980240,19698923,16080721
217693490,254656336,19698923,61400295
14511908,14137885,17027590,3471
15740422,126819958,3471,11997592
185068680,15913,119256748,16303106
40932303,33953171,33966952,85104895
223063316,250190602,247836795,88182700
58052662,22462180,43003845,40981798
250190602,240472474,247836795,223063316
492633763,43003845,544787497,40981798
109632087,85104895,40981798,223063316
141805493,43003845,34428380,40981798
53699708,43003845,16409683,40981798
278147216,43003845,85104895,104876395
184245091,40981798,16409683,43003845
219796864,40981798,43003845,85104895
18070212,62581962,18744957,259399482
19445063,23818581,20015311,18744957
14755835,17667742,115485051,95090412
20729471,35097545,30364057,35206553
